"","scores_adabag","scores_svm","scores_rf"
"594",1,1,1
"595",0.5,1,1
"596",1,1,1
"597",0.5,1,1
"598",0.5,1,1
"599",0.5,1,1
"600",1,1,1
"601",0.5,1,1
"602",1,1,1
"603",0.5,1,1
"604",0.5,1,1
"605",0.5,1,1
"606",0.5,1,1
"607",0.5,1,1
"608",0.5,1,1
"609",0.5,1,1
"610",0.5,1,1
"611",0.5,0.5,1
"612",0.5,1,1
"613",0.5,1,1
"614",1,0.5,1
"615",1,1,1
"616",0.5,1,0.5
"617",0.5,1,1
"618",0.5,1,1
"619",0.5,1,1
"620",1,1,1
"621",0.5,0.5,1
"622",0.5,1,1
"623",0.5,1,1
"624",0.5,0.5,0.5
"625",1,1,1
"626",1,1,1
"627",0.5,1,1
"628",0.5,0.5,1
"629",0.5,1,1
"630",0.5,1,1
"631",0.5,0.5,0.5
"632",0.5,0.5,1
"633",1,1,1
"634",0.5,0.5,0.5
"635",0.5,1,1
"636",0.5,1,1
"637",1,1,1
"638",0.5,1,1
"639",0.5,1,1
"640",0.5,1,1
"641",0.5,1,1
"642",0.5,1,1
"643",0.5,1,1
"644",0.5,1,1
"645",0.5,1,1
"646",0.5,1,1
"647",0.5,1,1
"648",0.5,1,1
"649",0.5,1,1
"650",1,1,1
"651",0.5,1,1
"652",0.5,0.5,0.5
"653",0.5,1,1
"654",0.5,1,1
"655",0.5,1,1
"656",0.5,1,1
"657",0.5,1,1
"658",0.5,1,1
"659",0.5,1,1
"660",0.5,1,1
"661",0.5,1,1
"662",0.5,0.5,0.5
"663",1,1,1
"664",1,1,0.5
"665",1,1,1
"666",1,1,1
"667",1,1,1
"668",1,1,1
"669",1,1,1
"670",1,1,1
"671",1,1,1
"672",1,1,1
"673",1,1,1
"674",1,1,1
"675",1,1,1
"676",1,1,1
"677",1,1,1
"678",1,1,1
"679",1,1,1
"680",1,1,1
"681",1,1,1
"682",1,1,1
"683",1,1,1
"684",1,1,1
"685",1,1,1
"686",1,1,1
"687",1,1,1
"688",0.5,1,1
"689",0.5,0.5,0.5
"690",0.5,0.5,0.5
"691",1,1,1
"692",0.5,0.5,0.5
"693",0.5,0.5,0.5
"694",0.5,0.5,0.5
"695",0.5,0.5,0.5
"696",0.5,1,1
"697",0.5,1,1
"698",0.5,1,1
"699",0.5,1,1
"700",0.5,1,1
"701",0.5,1,1
"702",0.5,1,1
"703",0.5,0.5,0.5
"704",0.5,1,1
"705",0.5,1,1
"706",0.5,1,1
"707",0.5,0.5,1
"708",0.5,1,1
"709",0.5,1,0.5
"710",0.5,0.5,0.5
"711",0.5,0.5,1
"712",0.5,1,1
"713",0.5,1,1
"714",0.5,1,0.5
"715",0,0.5,0
"716",0.5,1,1
"717",0.5,0.5,1
"718",0.5,1,1
"719",0.5,0.5,0.5
"720",0,0.5,0
"721",0.5,1,1
"722",0.5,0.5,1
"723",0.5,0.5,1
"724",0.5,0.5,0.5
"725",0.5,0.5,1
"726",0.5,0.5,1
"727",0.5,0.5,1
"728",0.5,0.5,1
"729",0.5,1,0.5
"730",0.5,0.5,0.5
"731",0.5,0.5,0.5
"732",0.5,0.5,1
"733",0.5,0.5,0.5
"734",0.5,1,1
"735",0.5,1,1
"736",0.5,1,1
"737",0.5,1,0.5
"738",1,1,1
"739",1,0.5,1
"740",1,1,1
"741",1,1,1
"742",0.5,1,1
"743",0.5,1,1
"744",0.5,1,1
"745",0.5,1,1
"746",0.5,0.5,1
"747",0.5,0.5,0.5
"748",0.5,0.5,1
"749",0.5,0.5,1
"750",0.5,0.5,1
"751",0.5,0.5,1
"752",0.5,0.5,1
"753",0.5,0.5,1
"754",0.5,0.5,1
"755",0.5,0.5,1
"756",0.5,0.5,1
"757",0.5,0.5,1
"758",0.5,0.5,1
"759",0.5,0.5,0.5
"760",0.5,0.5,0.5
"761",0.5,0.5,1
"762",0.5,0.5,0.5
"763",0.5,0.5,0.5
"764",0.5,0.5,1
"765",0.5,0.5,1
"766",0.5,0.5,1
"767",0.5,0.5,1
"768",0.5,0.5,1
"769",0.5,0.5,1
"770",0.5,0.5,1
"771",0.5,0.5,1
"772",0.5,0.5,1
"773",0.5,0.5,1
"774",0.5,0.5,1
"775",0.5,0.5,1
"776",0.5,0.5,1
"777",0.5,0.5,1
"778",0.5,0.5,1
"779",0.5,0.5,1
"780",0.5,0.5,1
"781",0.5,0.5,1
"782",0.5,0.5,1
"783",0.5,0.5,1
"784",0.5,0.5,1
"785",0.5,0.5,1
"786",0.5,0.5,1
"787",0.5,0.5,1
"788",0.5,0.5,1
"789",0.5,0.5,1
"790",0.5,0.5,1
"791",0.5,0.5,1
"792",0.5,0.5,1
"793",0.5,0.5,1
"794",0.5,0.5,1
"795",0.5,0.5,1
"796",0.5,0.5,1
"797",0.5,0.5,1
"798",0.5,0.5,1
"799",0.5,0.5,1
"800",0.5,0.5,1
"801",0.5,0.5,1
"802",0.5,0.5,1
"803",0.5,0.5,1
"804",0.5,0.5,1
"805",0.5,0.5,1
"806",0.5,0.5,1
"807",0.5,0.5,1
"808",0.5,0.5,0.5
"809",0.5,0.5,1
"810",0.5,0.5,0.5
"811",0.5,0.5,1
"812",0.5,0.5,0.5
"813",0.5,0.5,1
"814",0.5,0.5,1
"815",0.5,0.5,0.5
"816",0.5,0.5,1
"817",0.5,0.5,0.5
"818",0.5,0.5,0.5
"819",0.5,0.5,1
"820",0.5,0.5,1
"821",0.5,0.5,1
"822",0.5,0.5,0.5
"823",0.5,0.5,1
"824",0.5,0.5,0.5
"825",0.5,0.5,1
"826",0.5,0.5,1
"827",0.5,0.5,0.5
"828",0.5,0.5,1
"829",0.5,0.5,1
"830",0.5,0.5,1
"831",0.5,0.5,1
"832",0.5,0.5,0.5
"833",0.5,0.5,1
"834",0.5,0.5,1
"835",0.5,0.5,1
"836",0,0,0.5
"837",0.5,0.5,1
"838",0.5,0.5,1
"839",0,0,0.5
"840",0.5,0.5,1
"841",0.5,0.5,1
"842",0.5,0.5,1
"843",0.5,0.5,1
"844",0.5,0.5,1
"845",0.5,0.5,1
"846",0.5,0.5,1
"847",0.5,0.5,1
"848",0.5,0.5,0.5
"849",0.5,0.5,1
"850",0.5,0.5,1
"851",0.5,0.5,1
"852",0.5,0.5,1
"853",0.5,0.5,1
"854",0.5,0.5,1
"855",0.5,0.5,1
"856",0.5,0.5,1
"857",0.5,0.5,0.5
"858",0.5,0.5,1
"859",0.5,0.5,1
"860",0.5,0.5,0.5
"861",0,0,0.5
"862",0.5,0.5,1
"863",0.5,0.5,1
"864",0.5,0.5,1
"865",0.5,0.5,1
"866",0,0,0.5
"867",0,0,0.5
"868",0.5,0.5,1
"869",0.5,0.5,1
"870",0.5,0.5,1
"871",0.5,0.5,1
"872",0.5,0.5,1
"873",0.5,0.5,0.5
"874",0.5,0.5,1
"875",0.5,0.5,1
"876",0.5,0.5,1
"877",0.5,0.5,1
"878",0.5,0.5,1
"879",0.5,0.5,1
"880",0.5,0.5,0.5
"881",0.5,0.5,0.5
"882",0.5,0.5,1
"883",0.5,0.5,0.5
"884",0.5,0.5,0.5
"885",0.5,1,1
"886",0.5,0.5,0.5
"887",0.5,0.5,0.5
"888",0.5,0.5,0.5
"889",0.5,0.5,0.5
"890",0.5,0.5,0.5
"891",1,1,1
"892",0.5,0.5,1
"893",0.5,0.5,1
"894",0.5,0.5,0
"895",1,1,1
"896",1,1,1
"897",1,1,1
"898",1,1,1
"899",1,1,1
"900",1,1,1
"901",1,1,1
"902",1,1,1
"903",1,1,1
"904",1,1,1
"905",1,1,1
"906",1,1,1
"907",1,1,1
"908",1,1,1
"909",1,1,1
"910",1,1,1
"911",0.5,0.5,0.5
"912",1,1,1
"913",1,1,1
"914",1,1,1
"915",1,1,1
"916",1,0.5,1
"917",1,0.5,1
"918",0.5,0.5,0.5
"919",1,1,1
"920",1,1,1
"921",0.5,0.5,0.5
"922",1,1,1
"923",1,1,1
"924",1,1,1
"925",1,1,1
"926",1,1,1
"927",1,1,1
"928",1,1,1
"929",1,1,1
"930",1,1,1
"931",1,1,1
"932",1,1,1
"933",1,1,1
"934",1,0.5,1
"935",1,0.5,1
"936",1,1,1
"937",0.5,0.5,0.5
"938",0.5,0.5,0.5
"939",1,1,1
"940",1,1,1
"941",1,1,1
"942",1,1,1
"943",1,1,1
"944",1,1,1
"945",1,1,1
"946",0.5,0.5,0.5
"947",1,1,1
"948",1,1,1
"949",1,1,1
"950",1,1,1
"951",1,1,1
"952",1,0.5,1
"953",1,1,1
"954",1,1,1
"955",1,0.5,1
"956",1,0.5,1
"957",0.5,1,1
"958",1,1,1
"959",0.5,0.5,0.5
"960",1,0.5,1
"961",1,0.5,1
"962",1,1,1
"963",1,1,1
"964",1,1,1
"965",1,0.5,1
"966",1,1,1
"967",0.5,0.5,0.5
"968",0.5,0.5,0.5
"969",0.5,0.5,0.5
"970",0.5,0.5,0.5
"971",0.5,1,1
"972",0.5,0.5,0.5
"973",0.5,0.5,1
"974",0.5,1,0.5
"975",1,1,1
"976",0.5,0.5,0.5
"977",0.5,0.5,0.5
"978",0.5,0.5,0.5
"979",0.5,0.5,0.5
"980",1,1,1
"981",1,1,1
"982",0.5,0.5,0.5
"983",0.5,0.5,0.5
"984",1,1,0.5
"985",1,1,1
"986",1,1,1
"987",1,1,1
"988",1,1,1
"989",1,1,1
"990",1,1,1
"991",1,1,1
"992",1,1,1
"993",0.5,0.5,0.5
"994",0.5,0.5,0.5
"995",0.5,0.5,0.5
"996",0.5,0.5,0.5
"997",0.5,0.5,1
"998",1,1,1
"999",1,0.5,1
"1000",1,0.5,1
"1001",0.5,0.5,1
"1002",1,0.5,1
"1003",1,0.5,1
"1004",0.5,0.5,1
"1005",0.5,0.5,1
"1006",0.5,0.5,1
"1007",0.5,1,1
"1008",1,1,1
"1009",1,1,1
"1010",1,1,1
"1011",1,1,1
"1012",1,1,1
"1013",1,1,1
"1014",1,1,1
"1015",1,1,1
"1016",1,1,1
"1017",1,1,1
"1018",1,1,1
"1019",1,1,1
"1020",0.5,0.5,0.5
"1021",0.5,0.5,0.5
"1022",1,1,1
"1023",1,1,1
"1024",0.5,0.5,1
"1025",0.5,0.5,1
"1026",0.5,0.5,0.5
"1027",0.5,0.5,0.5
"1028",0.5,0.5,0.5
"1029",0.5,0.5,0.5
"1030",1,1,1
"1031",1,0.5,1
"1032",1,0.5,1
"1033",1,0.5,1
"1034",1,0.5,1
"1035",0.5,0.5,1
"1036",0.5,1,0.5
"1037",1,1,1
"1038",1,1,1
"1039",0.5,1,1
"1040",1,1,1
"1041",1,1,1
"1042",1,1,1
"1043",1,0.5,1
"1044",1,1,1
"1045",0.5,0.5,0.5
"1046",0.5,0.5,0.5
"1047",1,1,1
"1048",0.5,0.5,0.5
"1049",0.5,1,1
"1050",0.5,1,1
"1051",1,1,1
"1052",0,0.5,0.5
"1053",0.5,1,1
"1054",1,1,1
"1055",1,1,1
"1056",1,1,1
"1057",1,1,1
"1058",0.5,1,1
"1059",0.5,1,1
"1060",0.5,1,1
"1061",0.5,1,1
"1062",0.5,1,1
"1063",0.5,1,1
"1064",0.5,1,1
"1065",0.5,1,1
"1066",0.5,1,1
"1067",0.5,0.5,0.5
"1068",0.5,0.5,0.5
"1069",0.5,1,1
"1070",0.5,1,1
"1071",0.5,1,1
"1072",0.5,0.5,0.5
"1073",0.5,1,0.5
"1074",1,1,1
"1075",0.5,1,1
"1076",0.5,1,1
"1077",0.5,1,1
"1078",0.5,1,1
"1079",0.5,1,1
"1080",0.5,1,1
"1081",0.5,1,1
"1082",0.5,1,1
"1083",0.5,0.5,0.5
"1084",0.5,0.5,1
"1085",0,0,0.5
"1086",0.5,0.5,0
"1087",0.5,0.5,0.5
"1088",1,1,1
"1089",1,1,1
"1090",1,1,1
"1091",1,1,1
"1092",1,1,1
"1093",1,1,1
"1094",0.5,0.5,0.5
"1095",1,1,1
"1096",1,1,1
"1097",1,1,1
"1098",1,1,1
"1099",1,1,1
"1100",1,1,1
"1101",1,1,1
"1102",1,1,1
"1103",1,0.5,1
"1104",1,1,1
"1105",1,1,1
"1106",1,1,1
"1107",1,1,1
"1108",1,1,1
"1109",1,1,1
"1110",0.5,0.5,0.5
"1111",0.5,0.5,0.5
"1112",0.5,0.5,0.5
"1113",0.5,0.5,0.5
"1114",1,0.5,1
"1115",1,1,1
"1116",1,1,1
"1117",0.5,0.5,0.5
"1118",0.5,0,0
"1119",0.5,0.5,0.5
"1120",1,0.5,1
"1121",1,1,1
"1122",0.5,0.5,1
"1123",1,1,1
"1124",1,1,1
"1125",0.5,0.5,1
"1126",0.5,0.5,1
"1127",0.5,0.5,1
"1128",0,0,0.5
"1129",0.5,0.5,1
"1130",0.5,0.5,1
"1131",1,0.5,1
"1132",0.5,0.5,1
"1133",0.5,0.5,1
"1134",0.5,0.5,1
"1135",1,0.5,1
"1136",0,0,0.5
"1137",0.5,0.5,0.5
"1138",1,0.5,1
"1139",0.5,0.5,0.5
"1140",0.5,0.5,0.5
"1141",0.5,0.5,1
"1142",0.5,0.5,1
"1143",0.5,0.5,1
"1144",0.5,0.5,0.5
"1145",0.5,0.5,1
"1146",1,1,1
"1147",0.5,0.5,1
"1148",0.5,0.5,0.5
"1149",1,1,1
"1150",0.5,0.5,0.5
"1151",0.5,0.5,1
"1152",1,0.5,1
"1153",0.5,0.5,0.5
"1154",0.5,0.5,1
"1155",0.5,0.5,0.5
"1156",0.5,0.5,1
"1157",0.5,0.5,0.5
"1158",0.5,0.5,0.5
"1159",0,0,0
"1160",0.5,0.5,0.5
"1161",0.5,0.5,1
"1162",0.5,0.5,1
"1163",0.5,0.5,0.5
"1164",0.5,0.5,1
"1165",0.5,0.5,1
"1166",0.5,0.5,1
"1167",0.5,0.5,1
"1168",0.5,0.5,1
"1169",0.5,0.5,1
"1170",0.5,0.5,1
"1171",0.5,0.5,1
"1172",0.5,0.5,1
"1173",0.5,0.5,1
"1174",0.5,0.5,1
"1175",0.5,0.5,1
"1176",0.5,0.5,1
"1177",0.5,0.5,0.5
"1178",0.5,0.5,0.5
"1179",0.5,0.5,0.5
"1180",0.5,0.5,0.5
"1181",0.5,0.5,1
"1182",0.5,0.5,1
"1183",0.5,0.5,0.5
"1184",0.5,0.5,0.5
"1185",0.5,0.5,1
"1186",0.5,0.5,0.5
"1187",0.5,0.5,1
"1188",0.5,0.5,1
"1189",0.5,0.5,1
"1190",0.5,0.5,1
"1191",0.5,0.5,1
"1192",0.5,0.5,0.5
"1193",0.5,0.5,0.5
"1194",0.5,0.5,0.5
"1195",0.5,0.5,0.5
"1196",0.5,0.5,1
"1197",0.5,0.5,1
"1198",0.5,0.5,1
"1199",1,0.5,1
"1200",1,0.5,1
"1201",1,0.5,1
"1202",1,0.5,0.5
"1203",1,0.5,1
"1204",1,0.5,1
"1205",0,0,0
"1206",0.5,0.5,0.5
"1207",0.5,0.5,1
"1208",0.5,0.5,0.5
"1209",0,0,0
"1210",0.5,0.5,0.5
"1211",0.5,0.5,0.5
